,states,City,Population,total_crimes,Aggravated Assault,Simple Assault,Intimidation,Murder and Nonnegligent Manslaughter,Negligent Man- slaughter,Justifiable Homicide,Human Trafficking Offenses,Commercial Sex Acts,Involuntary Servitude,Kidnapping/ Abduction,Rape,Sodomy,Sexual Assault With an Object,Fondling,"Sex Offenses, Non- forcible",Incest,Statutory Rape,Arson,Bribery,Burglary/ Breaking & Entering,Counter- feiting/ Forgery,Destruction/ Damage/ Vandalism of Property,Embezzle- ment,Extortion/ Blackmail,False Pretenses/ Swindle/ Confidence Game,Credit Card/ Automated Teller Machine Fraud,Imper- sonation,Welfare Fraud,Wire Fraud,Pocket- picking,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin Op- erated Machine or Device,Theft From Motor Vehicle,Theft of  Motor  Vehicle Parts or Acces- sories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Drug/ Narcotic Violations,Drug Equipment Violations,Betting/ Wagering,Operating/ Promoting/ Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Por- nography/ Obscene Material,Pros- titution,Assisting or Promoting Prostitution,Purchasing Prostitution,Weapon Law Violations
432,DELAWARE,Laurel,4051,995.0,31,159,38,0,0,0,0,0,0,4,0,1,0,4,1,0,1,0,0,76,11,147,1,0,27,8,27,0,0,0,0,27,50,1,27,5,41,3,12,6,130,128,0,0,0,0,1,0,0,0,28
433,DELAWARE,Lewes,2993,375.0,7,25,10,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,12,1,34,4,0,17,0,15,0,0,0,0,5,29,1,11,1,21,1,1,4,77,92,0,0,0,0,0,0,0,0,3
434,DELAWARE,Middletown,20153,1491.0,54,193,64,0,0,0,0,0,0,5,2,4,1,9,3,0,3,0,0,53,6,215,24,0,69,39,64,0,0,0,3,261,96,0,50,14,43,6,18,6,95,67,0,0,0,0,0,0,0,0,24
435,DELAWARE,Milford,10331,1951.0,102,306,156,1,0,0,0,0,0,21,7,4,2,14,1,0,1,0,0,80,30,246,9,0,86,32,48,0,1,1,0,223,121,2,73,14,52,11,28,10,140,78,0,0,0,0,7,1,0,0,43
436,DELAWARE,Millsboro,4182,497.0,9,63,19,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,16,6,66,8,0,29,6,33,0,0,0,0,47,51,0,21,3,20,3,4,9,43,31,0,0,0,0,1,0,0,0,5
437,DELAWARE,Milton,2805,175.0,6,19,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,3,25,4,0,7,8,8,0,0,0,0,9,15,0,3,0,9,1,1,0,7,12,0,0,0,0,0,0,0,0,4
438,DELAWARE,New Castle,5392,547.0,12,43,20,0,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,20,0,75,8,0,26,16,15,0,0,2,0,83,42,0,21,11,22,5,6,3,44,60,0,0,0,0,0,0,1,0,5
439,DELAWARE,Newark,33392,2095.0,46,368,93,0,0,0,0,0,0,7,8,1,0,13,0,0,0,6,0,71,19,346,5,4,69,38,68,0,0,0,0,95,204,2,67,45,155,21,35,17,137,95,0,0,0,0,1,18,1,1,39
440,DELAWARE,Newport,1061,233.0,9,25,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,2,30,0,0,4,4,11,0,0,0,0,0,7,0,5,3,4,4,1,4,41,50,0,0,0,0,0,0,0,0,4
441,DELAWARE,Ocean View,2022,147.0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,2,0,4,4,9,0,0,0,0,2,4,0,5,0,8,0,0,2,33,39,0,0,0,0,0,0,0,0,0
442,DELAWARE,Rehoboth Beach,1449,441.0,7,67,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,6,70,2,0,13,6,16,0,0,0,1,40,43,0,14,1,60,3,3,0,31,23,0,0,0,0,0,0,0,0,4
443,DELAWARE,Seaford,7545,1437.0,49,106,37,0,0,0,0,0,0,8,3,1,0,10,0,0,0,0,0,83,11,151,7,2,119,14,76,0,0,0,0,203,69,1,16,4,42,17,28,24,148,175,0,0,0,0,0,0,0,0,33
444,DELAWARE,Selbyville,2381,362.0,9,79,23,0,0,0,0,0,0,1,1,1,0,6,2,0,2,0,0,35,10,49,4,1,14,2,15,0,0,0,0,11,22,1,8,2,10,4,4,5,14,18,0,0,0,0,0,1,0,0,8
445,DELAWARE,Smyrna,11447,1135.0,40,180,52,0,0,1,0,0,0,1,3,3,1,8,0,0,0,0,0,48,9,145,3,2,59,13,42,0,0,0,0,62,81,0,44,2,55,13,9,10,125,95,0,0,0,0,3,1,0,0,25
446,DELAWARE,South Bethany,494,45.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,1,0,0,0,0,0,1,0,1,0,14,0,0,0,5,4,0,0,0,0,0,0,0,0,0
447,DELAWARE,Viola,170,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,DELAWARE,Wilmington,72078,11291.0,771,1828,588,27,0,1,0,0,0,46,42,7,0,59,5,0,5,2,0,735,28,2087,12,2,85,102,211,0,2,7,16,257,750,0,891,103,250,337,430,98,710,149,0,0,0,0,1,1,0,0,646
449,DELAWARE,Wyoming,1475,98.0,3,14,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,2,22,0,0,5,3,3,0,0,0,0,1,4,0,1,0,11,2,1,0,5,3,0,0,0,0,0,0,0,0,3
450,DELAWARE,Delaware State University,4397,254.0,9,54,14,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0,9,1,38,1,0,1,3,2,0,0,0,0,0,66,0,8,1,6,1,1,0,16,8,0,0,0,0,0,0,0,0,5
451,DELAWARE,University of Delaware,22680,581.0,3,27,17,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,10,3,97,0,0,15,3,11,0,0,0,0,6,50,0,5,0,85,0,1,17,116,105,0,0,0,0,0,0,0,0,4
452,IDAHO,Aberdeen,1939,35.0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,7,0,0,1,0,0,0,0,0,0,1,0,0,2,0,6,2,0,1,1,2,0,0,0,0,0,0,0,0,0
453,IDAHO,American Falls,4275,150.0,6,23,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,12,0,37,0,0,3,0,1,0,1,0,0,0,0,0,4,0,23,1,0,0,15,13,0,0,0,0,0,0,0,0,4
454,IDAHO,Bellevue,2296,63.0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,6,0,0,0,0,0,0,0,3,0,3,0,1,0,1,1,3,0,0,6,2,0,0,0,0,0,0,0,0,3
455,IDAHO,Blackfoot,11784,1215.0,38,270,18,0,0,0,0,0,0,2,13,1,0,21,3,0,3,0,0,61,12,125,2,0,38,4,1,0,0,0,0,42,1,0,34,1,216,19,1,3,138,139,0,0,0,0,1,0,0,0,8
456,IDAHO,Boise,218844,13233.0,482,1771,312,1,0,0,0,0,0,18,94,18,40,61,14,4,10,47,0,666,166,1464,21,2,204,400,530,0,37,4,6,870,556,2,1118,26,1532,273,44,39,1242,968,0,0,0,0,45,6,1,0,139
457,IDAHO,Bonners Ferry,2475,139.0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,8,0,0,0,0,0,0,0,0,0,21,2,0,7,0,5,1,0,0,39,32,0,0,0,0,0,0,0,0,0
458,IDAHO,Buhl,4257,188.0,6,26,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,2,0,17,5,22,0,0,4,4,5,0,0,0,0,9,9,0,11,1,21,5,0,0,16,13,0,0,0,0,2,0,0,0,3
459,IDAHO,Caldwell,51206,2728.0,80,334,19,0,0,0,0,0,0,3,3,0,3,13,0,0,0,5,1,165,23,325,6,1,31,37,17,0,1,0,5,247,43,0,132,12,213,97,10,31,363,445,0,0,0,0,2,1,1,0,59
460,IDAHO,Cascade,917,64.0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,2,3,0,0,0,0,0,0,0,1,0,19,0,0,1,5,6,0,0,0,0,0,0,0,0,2
461,IDAHO,Challis,1045,21.0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
462,IDAHO,Chubbuck,14289,1140.0,11,154,27,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,35,11,130,15,0,55,20,12,0,11,1,1,269,83,1,48,8,99,18,1,1,51,52,0,0,0,0,2,1,0,0,18
463,IDAHO,Coeur d'Alene,48871,3601.0,136,617,69,1,0,0,0,0,0,7,31,6,3,32,10,2,8,32,1,218,33,255,11,0,25,65,40,0,5,2,0,265,206,2,264,32,275,87,21,13,421,362,0,0,0,0,9,3,0,0,32
464,IDAHO,Cottonwood,922,14.0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
465,IDAHO,Emmett,6613,364.0,4,57,4,0,0,0,0,0,0,2,3,0,0,18,1,0,1,1,0,24,6,39,0,1,0,0,0,0,0,0,0,7,0,0,13,1,60,3,0,2,52,62,0,0,0,0,2,0,0,0,1
466,IDAHO,Filer,2686,42.0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
467,IDAHO,Garden City,11533,1180.0,39,203,18,0,0,0,0,0,0,3,10,0,0,12,0,0,0,5,0,62,10,89,13,1,7,29,19,1,9,0,0,91,45,0,63,5,108,24,4,21,155,126,0,0,0,0,1,0,0,0,7
468,IDAHO,Gooding,3435,174.0,6,37,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,6,2,14,0,0,13,1,0,0,1,0,0,6,1,0,3,0,32,4,1,1,18,18,0,0,0,0,0,0,0,0,0
469,IDAHO,Grangeville,3139,117.0,2,21,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,9,2,23,0,0,3,1,3,0,1,0,0,2,14,0,2,2,13,3,0,2,6,1,0,0,0,0,0,0,0,0,1
470,IDAHO,Hagerman,852,27.0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,12,1,0,1,0,1,0,0,0,0,0,0,0,0,1
471,IDAHO,Hailey,8112,189.0,24,15,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,16,0,39,0,0,0,1,0,0,1,4,0,2,3,0,4,0,4,3,0,0,38,17,0,0,0,0,0,0,0,0,7
472,IDAHO,Heyburn,3207,61.0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,15,0,4,0,0,0,0,0,0,0,0,0,1,0,0,5,0,6,0,0,2,9,1,0,0,0,0,0,0,0,0,2
473,IDAHO,Homedale,2573,172.0,11,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,1,22,0,0,3,0,2,0,0,0,0,4,0,0,5,0,33,6,0,6,4,4,0,0,0,0,0,0,0,0,1
474,IDAHO,Idaho Falls,59109,3905.0,128,523,71,2,1,0,0,0,0,14,28,1,0,35,5,0,5,9,0,287,38,480,4,3,93,77,50,0,7,0,0,310,158,0,234,4,539,90,9,34,303,301,0,0,0,0,9,0,0,0,53
475,IDAHO,Jerome,11254,659.0,21,65,3,0,0,0,0,0,0,2,3,2,0,7,4,0,4,0,0,72,7,82,1,1,5,17,4,0,2,0,0,43,44,1,62,7,50,25,4,8,53,51,0,0,0,0,1,0,0,0,8
476,IDAHO,Kamiah,1298,61.0,5,13,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,3,3,0,0,0,1,0,0,0,0,0,2,1,0,0,0,3,9,0,1,3,4,0,0,0,0,0,0,0,0,1
477,IDAHO,Kellogg,2051,237.0,8,44,4,0,1,0,0,0,0,0,1,0,0,8,0,0,0,2,0,33,2,37,0,0,4,0,0,0,0,0,0,3,0,0,0,0,35,4,1,4,24,19,0,0,0,0,0,0,0,0,3
478,IDAHO,Ketchum,2723,92.0,5,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,9,0,20,0,0,3,0,0,0,0,1,0,7,9,0,4,1,10,9,0,0,3,1,0,0,0,0,0,0,0,0,1
479,IDAHO,Kimberly,3570,176.0,7,21,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,29,0,6,0,0,2,2,2,0,0,0,0,2,11,0,2,0,9,0,2,0,39,33,0,0,0,0,1,0,0,0,2
480,IDAHO,Lewiston,32621,2082.0,41,239,3,2,0,0,0,0,0,0,22,1,1,17,2,2,0,3,0,152,30,263,4,0,9,46,17,1,13,3,2,121,48,1,110,12,394,90,8,18,188,189,0,0,0,0,2,0,0,0,28
481,IDAHO,McCall,3020,295.0,4,71,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,1,0,26,2,38,0,0,5,1,16,0,0,0,0,1,0,0,7,0,49,2,0,1,33,25,0,0,0,0,0,0,0,0,1
482,IDAHO,Meridian,91077,3066.0,69,314,41,1,1,0,0,0,0,5,15,0,3,28,2,0,2,9,0,166,33,310,8,1,37,98,118,0,5,1,0,305,89,0,267,13,183,36,10,15,409,428,0,0,0,0,5,0,0,0,39
483,IDAHO,Montpelier,2523,188.0,3,30,12,0,0,0,0,0,0,0,0,2,0,6,1,0,1,0,0,4,2,16,0,0,7,3,0,0,0,0,0,5,0,0,0,0,45,3,0,0,34,13,0,0,0,0,1,0,0,0,0
484,IDAHO,Moscow,24999,928.0,11,81,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,5,150,2,1,15,21,4,0,0,0,0,61,32,0,214,0,162,10,3,0,44,40,0,0,0,0,1,0,0,0,2
485,IDAHO,Mountain Home,13664,725.0,29,205,7,0,0,0,0,0,0,0,9,0,1,14,3,0,3,4,0,34,2,119,0,0,8,9,30,0,13,0,0,24,20,0,35,5,72,3,1,1,30,34,0,0,0,0,4,0,0,0,6
486,IDAHO,Nampa,89875,6366.0,217,823,90,6,0,0,0,0,0,16,67,12,5,114,16,0,16,25,0,486,58,753,3,1,95,96,51,0,11,0,0,668,294,0,502,39,452,262,13,46,497,512,0,0,0,0,25,0,0,0,95
487,IDAHO,Orofino,3111,158.0,4,16,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,26,1,0,3,4,0,0,0,0,3,1,0,0,2,7,39,6,1,3,7,5,0,0,0,0,0,0,0,0,2
488,IDAHO,Osburn,1493,56.0,1,14,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,4,6,0,0,0,0,0,0,0,0,0
489,IDAHO,Parma,2086,131.0,5,12,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,7,1,10,0,0,1,0,2,0,0,0,0,2,1,0,4,1,0,4,1,3,31,38,0,0,0,0,0,0,0,0,4
490,IDAHO,Payette,7408,461.0,15,67,4,0,0,0,0,0,0,2,5,2,0,5,1,0,1,1,0,35,0,51,0,0,6,3,6,0,2,0,0,10,29,0,10,2,60,11,1,2,54,72,0,0,0,0,2,0,0,0,2
491,IDAHO,Pocatello,54286,3875.0,169,635,53,1,0,0,0,0,0,5,16,5,1,18,8,0,8,8,0,339,38,360,16,0,55,61,13,0,14,2,5,274,195,0,256,29,434,105,6,12,383,265,0,0,0,0,8,1,0,0,77
492,IDAHO,Ponderay,1136,263.0,0,29,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,2,7,0,0,4,1,0,0,0,0,1,43,0,0,0,0,72,4,2,0,39,36,0,0,0,0,0,0,0,0,5
493,IDAHO,Post Falls,30461,1708.0,36,220,20,0,0,0,0,0,0,3,7,0,0,15,1,0,1,5,0,107,13,222,0,0,12,39,2,0,1,0,1,250,0,1,110,25,221,26,6,30,145,144,0,0,0,0,2,0,0,0,43
494,IDAHO,Preston,5223,139.0,2,35,1,0,0,0,0,0,0,1,1,0,0,2,4,1,3,0,0,15,1,9,1,0,3,4,0,0,1,0,0,12,4,0,9,3,2,6,0,0,10,9,0,0,0,0,0,0,0,0,0
495,IDAHO,Priest River,1753,101.0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,20,0,0,2,0,0,0,0,0,0,7,0,0,0,1,27,2,0,0,9,4,0,0,0,0,0,0,0,0,2
496,IDAHO,Rathdrum,7392,289.0,13,48,3,0,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,55,0,32,0,0,1,1,0,0,0,0,0,23,0,0,9,0,37,5,0,2,22,20,0,0,0,0,0,0,0,0,8
497,IDAHO,Rexburg,27499,421.0,9,26,1,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,20,2,33,0,0,19,9,5,0,11,0,0,25,60,0,22,3,46,5,1,1,54,53,0,0,0,0,4,0,0,0,6
498,IDAHO,Rigby,4052,168.0,4,24,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,27,0,0,13,0,0,0,0,0,0,14,1,0,2,0,37,5,0,0,9,8,0,0,0,0,0,0,0,0,2
499,IDAHO,Rupert,5705,326.0,8,41,3,0,0,0,0,0,0,0,4,0,0,7,2,1,1,4,0,25,4,68,0,0,11,2,0,0,1,0,0,5,1,0,9,0,36,7,2,1,44,35,0,0,0,0,2,0,1,0,1
500,IDAHO,Salmon,3013,71.0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,7,5,0,0,0,1,0,0,0,6,8,0,0,0,0,0,0,0,0,1
501,IDAHO,Sandpoint,7860,602.0,7,128,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,40,2,79,0,0,16,0,0,0,0,0,0,53,0,0,16,2,98,3,0,2,88,54,0,0,0,0,0,0,0,0,5
502,IDAHO,Shelley,4371,172.0,3,22,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,10,1,17,0,0,10,0,1,0,0,0,0,4,0,0,12,0,29,1,0,0,25,27,0,0,0,0,2,0,1,0,0
503,IDAHO,Shoshone,1500,90.0,3,22,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,7,1,0,2,1,2,0,0,0,0,2,3,0,1,0,5,1,0,0,14,13,0,0,0,0,0,0,0,0,2
504,IDAHO,Soda Springs,2960,89.0,3,13,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,1,1,0,1,0,15,1,0,1,22,12,0,0,0,0,0,0,0,0,1
505,IDAHO,Spirit Lake,2067,93.0,2,20,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,11,0,0,0,0,0,0,0,0,0,1,1,0,5,1,7,1,0,0,17,19,0,0,0,0,0,0,0,0,1
506,IDAHO,St. Anthony,3433,118.0,7,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,17,0,0,1,0,0,0,0,0,0,0,0,0,6,0,22,2,0,0,15,12,0,0,0,0,0,0,0,0,2
507,IDAHO,St. Maries,2334,190.0,5,55,12,0,0,0,0,0,0,0,2,0,0,3,1,0,1,0,0,11,1,12,1,0,3,1,0,0,0,0,0,2,7,0,4,0,7,2,0,0,32,26,0,0,0,0,1,0,0,0,1
508,IDAHO,Sun Valley,1414,38.0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,5,0,0,1,0,1,0,1,1,0,0,5,0,2,0,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0
509,IDAHO,Twin Falls,47048,3696.0,103,565,71,2,0,0,0,0,0,12,34,0,3,58,4,0,4,11,1,258,23,438,1,0,43,66,33,2,2,0,1,316,157,1,252,37,334,58,9,28,458,233,0,0,0,0,15,12,0,0,51
510,IDAHO,Weiser,5321,85.0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,1,0,3,0,0,0,1,5,0,0,3,0,15,0,0,1,15,15,0,0,0,0,1,0,0,0,3
511,IDAHO,Wendell,2688,145.0,5,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,11,0,0,0,0,0,0,0,0,0,4,2,0,2,0,10,8,0,0,26,26,0,0,0,0,0,0,0,0,4
512,IDAHO,Wilder,1613,81.0,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,5,0,0,0,2,0,0,0,0,0,0,2,0,2,0,5,1,0,1,19,17,0,0,0,0,0,0,0,0,3
513,ILLINOIS,Rockford,148178,18260.0,1700,3570,516,19,1,0,0,0,0,66,122,26,0,96,0,0,0,63,0,1428,265,3546,0,3,118,188,148,0,1,0,3,964,2,19,625,273,2186,506,508,96,542,218,0,0,0,0,9,22,55,0,356
514,IOWA,Adel,4291,239.0,14,34,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28,6,50,0,0,0,1,1,0,0,0,0,3,17,0,7,2,44,6,0,0,7,8,0,0,0,0,0,0,0,0,2
515,IOWA,Albia,3784,198.0,6,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,5,37,0,0,2,0,1,0,0,0,0,5,19,0,7,3,10,3,0,0,27,23,0,0,0,0,0,0,0,0,1
516,IOWA,Algona,5461,123.0,12,19,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,18,2,19,0,0,0,2,1,0,0,0,0,2,6,1,0,0,6,5,0,0,13,9,0,0,0,0,0,0,0,0,0
517,IOWA,Altoona,16502,1122.0,18,149,25,0,0,0,0,0,0,1,2,0,0,1,0,0,0,6,0,43,57,108,13,0,59,39,20,0,6,1,2,205,71,3,52,12,66,15,5,4,67,67,1,0,0,0,2,0,0,0,2
518,IOWA,Ames,64383,2560.0,52,237,6,1,0,0,0,0,0,2,24,6,0,14,2,1,1,10,0,195,60,382,0,1,59,83,109,0,9,7,1,206,89,2,190,26,475,43,16,3,129,101,0,0,0,0,3,0,0,0,15
519,IOWA,Anamosa,5395,127.0,4,19,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,18,2,16,0,0,0,3,2,0,1,0,1,1,0,0,2,1,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0
520,IOWA,Ankeny,55984,1689.0,105,162,63,0,0,0,0,0,0,1,16,0,1,3,0,0,0,6,1,178,80,131,1,3,31,66,90,6,4,24,4,174,42,3,33,0,154,46,2,9,138,95,0,0,0,0,6,0,0,0,11
521,IOWA,Atlantic,6780,368.0,22,28,1,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,61,2,45,0,0,0,1,2,0,1,0,1,41,25,0,9,1,43,5,2,0,34,29,0,0,0,0,0,0,0,0,3
522,IOWA,Audubon,2004,92.0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,14,0,1,1,1,7,0,1,0,0,3,4,0,1,1,8,0,0,0,7,5,0,0,0,0,0,0,0,0,1
523,IOWA,Bettendorf,35570,1213.0,60,119,16,1,0,0,0,0,0,4,8,1,2,13,0,0,0,5,0,71,20,143,2,1,89,89,38,0,4,0,0,76,91,0,80,14,52,19,9,8,105,61,0,0,0,0,3,0,0,0,9
524,IOWA,Bloomfield,2627,48.0,3,19,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,3,0,0,0,0,2,0,0,1,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1
525,IOWA,Blue Grass,1667,50.0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,6,0,0,0,1,1,0,0,0,0,0,1,0,16,1,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0
526,IOWA,Boone,12631,455.0,42,38,14,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,53,13,61,0,0,0,2,5,0,1,0,0,15,3,0,0,2,85,14,0,2,50,45,0,0,0,0,0,0,0,0,4
527,IOWA,Buffalo,1304,40.0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,1,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
528,IOWA,Burlington,25530,2144.0,138,267,34,3,0,0,0,0,0,2,8,1,1,15,5,1,4,13,0,187,38,354,1,0,26,21,1,0,23,1,1,131,179,0,189,30,193,62,20,0,109,56,0,0,0,0,5,0,0,0,25
529,IOWA,Camanche,4336,176.0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,26,4,24,0,0,2,5,4,0,0,0,0,2,15,0,13,1,10,5,0,0,18,18,0,0,0,0,0,0,0,0,1
530,IOWA,Carlisle,4155,171.0,13,8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,6,18,0,0,1,3,2,0,0,0,0,0,0,0,0,0,51,1,0,0,34,25,0,0,0,0,0,0,0,0,1
531,IOWA,Carroll,9981,345.0,6,75,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,20,9,50,0,0,0,8,9,0,0,0,0,24,48,0,20,1,4,7,1,3,49,5,0,0,0,0,0,0,0,0,2
532,IOWA,Carter Lake,3759,261.0,13,8,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,1,0,17,3,31,0,0,0,1,1,0,0,0,0,0,0,0,12,0,68,13,0,0,44,38,0,0,0,0,1,0,0,0,2
533,IOWA,Cedar Falls,41252,1378.0,28,74,9,0,0,0,0,0,0,0,12,0,1,13,1,0,1,1,0,114,68,185,5,1,29,35,58,0,0,0,0,189,60,2,97,8,178,24,4,1,101,62,0,0,0,0,4,0,0,0,13
534,IOWA,Cedar Rapids,129863,9682.0,219,1095,14,6,0,1,0,0,0,13,26,4,0,38,6,0,6,16,0,985,201,1100,0,2,45,266,126,0,0,0,0,1241,0,1,664,139,1675,312,106,6,693,537,0,0,0,0,29,5,0,0,105
535,IOWA,Centerville,5410,537.0,24,51,0,0,0,0,0,0,0,0,4,0,0,1,3,2,1,5,0,80,13,65,0,0,2,3,6,0,0,1,0,47,71,3,21,2,41,14,1,1,44,28,0,0,0,0,1,0,0,0,2
536,IOWA,Chariton,4205,231.0,12,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,29,3,35,1,0,0,2,0,0,2,0,1,8,1,0,10,3,49,7,0,1,23,25,0,0,0,0,0,0,0,0,1
537,IOWA,Charles City,7477,318.0,8,56,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,28,1,40,0,0,1,1,0,0,0,0,0,16,55,0,23,0,51,1,1,1,17,8,0,0,0,0,0,0,0,0,3
538,IOWA,Cherokee,5104,124.0,14,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,23,0,0,0,0,0,0,0,0,1,3,14,0,3,0,19,5,0,0,10,0,0,0,0,0,0,0,0,0,0
539,IOWA,Clarinda,5309,292.0,17,42,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,25,4,33,0,1,5,8,2,0,0,0,0,23,9,0,17,8,43,11,1,0,20,15,0,0,0,0,1,0,0,0,1
540,IOWA,Clarion,2757,59.0,1,11,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,13,0,0,1,1,1,0,0,2,0,1,1,0,3,0,5,1,0,0,7,3,0,0,0,0,0,0,0,0,0
