,states,City,Population,total_crimes,Aggravated Assault,Simple Assault,Intimidation,Murder and Nonnegligent Manslaughter,Negligent Man- slaughter,Justifiable Homicide,Human Trafficking Offenses,Commercial Sex Acts,Involuntary Servitude,Kidnapping/ Abduction,Rape,Sodomy,Sexual Assault With an Object,Fondling,"Sex Offenses, Non- forcible",Incest,Statutory Rape,Arson,Bribery,Burglary/ Breaking & Entering,Counter- feiting/ Forgery,Destruction/ Damage/ Vandalism of Property,Embezzle- ment,Extortion/ Blackmail,False Pretenses/ Swindle/ Confidence Game,Credit Card/ Automated Teller Machine Fraud,Imper- sonation,Welfare Fraud,Wire Fraud,Pocket- picking,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin Op- erated Machine or Device,Theft From Motor Vehicle,Theft of  Motor  Vehicle Parts or Acces- sories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Drug/ Narcotic Violations,Drug Equipment Violations,Betting/ Wagering,Operating/ Promoting/ Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Por- nography/ Obscene Material,Pros- titution,Assisting or Promoting Prostitution,Purchasing Prostitution,Weapon Law Violations
1623,MICHIGAN,Shelby Township,77636,2092.0,51,271,113,0,1,0,0,0,0,1,28,6,1,9,0,0,0,0,0,103,23,214,16,0,324,20,91,0,5,2,1,103,39,1,138,17,243,63,3,6,134,47,0,0,0,0,2,0,0,0,16
1624,MICHIGAN,Shepherd,1506,48.0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,9,0,0,3,1,1,0,2,0,0,1,6,0,1,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1625,MICHIGAN,Somerset Township,4557,48.0,0,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,3,0,0,0,5,6,0,1,0,0,0,1,0,1,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1626,MICHIGAN,Southfield,73319,4529.0,131,632,272,1,0,0,0,0,0,5,15,3,3,13,1,1,0,2,0,340,26,315,44,2,244,109,439,0,2,7,9,221,249,1,255,212,322,270,75,29,191,9,0,0,0,0,8,4,1,0,66
1627,MICHIGAN,Southgate,29276,1723.0,47,114,10,3,1,0,0,0,0,6,10,3,1,9,0,0,0,2,0,90,6,196,17,1,42,54,74,0,8,4,4,296,68,1,167,43,160,74,29,7,116,28,0,0,0,0,0,0,0,0,32
1628,MICHIGAN,South Haven,4356,581.0,15,116,13,0,0,0,0,0,0,1,3,8,0,4,0,0,0,0,0,30,8,72,10,0,9,9,6,0,3,0,1,96,35,0,39,4,49,7,11,2,23,2,0,0,0,0,1,0,0,0,4
1629,MICHIGAN,South Lyon,11808,248.0,7,32,5,0,0,0,0,0,0,0,2,1,0,3,0,0,0,1,0,3,1,22,1,0,16,6,22,0,0,1,0,3,5,0,15,5,15,1,1,0,47,30,0,0,0,0,0,0,0,0,3
1630,MICHIGAN,Sparta,4296,188.0,9,41,1,0,0,0,0,0,0,0,2,1,1,5,0,0,0,0,0,9,0,25,3,0,4,0,0,0,0,0,0,21,5,0,14,0,30,1,1,0,12,0,0,0,0,0,1,0,0,0,2
1631,MICHIGAN,Spring Arbor Township,8272,120.0,4,11,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,18,1,0,4,4,8,0,0,0,0,2,9,0,25,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1632,MICHIGAN,Springfield Township,14444,227.0,14,36,8,1,0,0,0,0,0,0,2,0,2,1,0,0,0,2,0,23,2,24,2,0,10,11,15,0,4,1,0,1,11,0,16,6,14,5,0,3,9,1,0,0,0,0,1,0,0,0,2
1633,MICHIGAN,Standish,1450,9.0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,MICHIGAN,Stanton,1411,39.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,0,0,7,2,0,4,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1635,MICHIGAN,St. Charles,1964,86.0,2,13,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,0,14,0,0,2,1,0,0,0,0,1,0,2,0,20,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,5
1636,MICHIGAN,St. Clair,5382,203.0,7,42,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,3,30,0,0,7,1,9,0,0,0,0,1,2,0,8,1,31,6,1,1,9,6,0,0,0,0,0,0,0,0,4
1637,MICHIGAN,St. Clair Shores,60116,2239.0,90,378,110,0,0,0,0,0,0,3,20,5,1,21,1,0,1,2,0,125,20,265,13,0,117,27,42,0,0,0,1,108,72,0,155,49,193,68,13,25,245,33,0,0,0,0,1,0,2,0,33
1638,MICHIGAN,Sterling Heights,132255,4333.0,166,558,214,5,0,0,0,0,0,0,22,8,9,32,2,0,2,10,0,202,29,358,40,3,102,157,364,0,23,3,11,441,320,3,273,179,238,147,25,13,260,66,0,0,0,0,3,2,0,0,43
1639,MICHIGAN,St. Ignace,2419,104.0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,13,0,0,3,0,3,0,0,0,0,5,13,0,7,1,38,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1640,MICHIGAN,St. Johns,7998,234.0,4,31,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,2,34,1,0,22,0,1,0,0,0,0,2,16,0,18,2,25,2,0,0,35,24,0,0,0,0,0,0,0,0,0
1641,MICHIGAN,St. Joseph,8316,560.0,9,99,38,0,0,0,0,0,0,1,2,2,0,3,0,0,0,1,0,21,10,65,14,0,17,19,15,0,2,0,0,13,45,1,44,1,65,3,1,0,52,2,0,0,0,0,0,0,0,0,15
1642,MICHIGAN,St. Joseph Township,9892,335.0,12,51,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,5,34,5,0,11,20,8,0,0,0,0,18,10,0,66,6,32,7,3,6,10,0,0,0,0,0,0,0,0,0,0
1643,MICHIGAN,St. Louis,7197,210.0,6,58,20,0,0,0,0,0,0,0,5,5,0,1,0,0,0,1,0,5,0,32,1,0,3,5,3,0,1,0,0,4,14,0,6,1,16,0,0,0,17,1,0,0,0,0,0,0,0,0,5
1644,MICHIGAN,Stockbridge,1225,63.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,1,0,1,4,1,0,0,0,0,0,2,0,4,0,13,0,0,0,13,1,0,0,0,0,2,0,0,0,0
1645,MICHIGAN,Sturgis,10879,709.0,37,104,2,0,0,0,0,0,0,0,9,3,0,16,0,0,0,1,0,24,6,102,8,0,8,17,2,0,1,0,1,130,37,0,27,5,54,14,3,7,56,19,0,0,0,0,0,0,0,0,16
1646,MICHIGAN,Sumpter Township,9320,278.0,18,83,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,29,2,17,2,0,1,8,8,0,1,0,0,0,19,0,7,2,26,7,0,3,34,1,0,0,0,0,0,0,0,0,5
1647,MICHIGAN,Swartz Creek,5549,183.0,7,24,7,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,12,0,16,1,0,3,6,4,0,0,0,0,39,9,0,13,2,12,4,2,1,13,0,0,0,0,0,0,0,0,0,2
1648,MICHIGAN,Sylvan Lake,1819,105.0,1,7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,6,3,0,2,1,9,0,1,0,0,4,9,0,3,0,8,2,0,1,22,9,0,0,0,0,0,0,0,0,2
1649,MICHIGAN,Tawas,4534,180.0,4,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,12,4,0,15,0,1,0,0,0,0,62,13,0,9,0,8,2,0,0,17,0,0,0,0,0,0,0,0,0,3
1650,MICHIGAN,Taylor,61250,4230.0,198,710,45,3,0,0,0,0,0,4,17,14,2,26,0,0,0,11,0,372,24,437,42,0,86,53,237,0,2,9,11,556,200,2,183,91,155,182,68,28,291,122,0,0,0,0,7,0,0,0,42
1651,MICHIGAN,Tecumseh,8383,265.0,13,44,9,0,0,0,0,0,0,3,3,0,0,3,0,0,0,1,0,12,2,27,1,0,5,4,13,0,2,0,0,0,26,0,12,1,21,1,0,0,47,11,0,0,0,0,0,0,0,0,4
1652,MICHIGAN,Thetford Township,6740,48.0,7,6,13,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,3,1,0,0,0,0,0,0,0,0,1
1653,MICHIGAN,Thomas Township,11616,483.0,18,99,42,0,0,0,0,0,0,0,6,0,1,21,0,0,0,2,1,30,2,62,5,0,19,12,22,0,3,0,0,46,1,0,16,2,37,4,0,0,17,5,0,0,0,0,3,0,0,0,7
1654,MICHIGAN,Three Rivers,7729,742.0,28,112,4,1,0,0,0,0,0,0,7,0,1,12,0,0,0,0,0,34,18,93,4,0,22,21,5,0,2,0,0,121,44,1,23,11,67,10,0,2,67,15,0,0,0,0,3,0,0,0,14
1655,MICHIGAN,Tittabawassee Township,9827,229.0,7,28,19,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,14,2,27,2,0,18,8,9,0,0,1,0,3,2,0,37,2,33,6,0,0,5,0,0,0,0,0,0,0,0,0,1
1656,MICHIGAN,Traverse City,15137,958.0,42,221,18,1,0,0,0,0,0,1,14,1,1,9,0,0,0,3,0,44,9,127,10,3,42,8,12,0,2,1,0,42,33,3,49,6,134,11,3,3,64,11,0,0,0,0,5,0,0,0,25
1657,MICHIGAN,Troy,83642,3655.0,30,286,122,1,1,0,0,0,0,2,12,2,1,9,0,0,0,0,0,114,46,220,76,2,96,124,478,0,21,5,1,572,262,1,173,118,115,67,9,21,417,202,0,0,0,0,1,0,0,0,48
1658,MICHIGAN,Tuscarora Township,2978,96.0,4,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,1,20,0,0,1,2,0,0,0,0,0,8,1,0,0,0,39,0,0,0,6,0,0,0,0,0,0,0,0,0,2
1659,MICHIGAN,Ubly,826,27.0,1,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1660,MICHIGAN,Unadilla Township,3475,109.0,2,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,12,0,0,3,12,5,0,0,0,0,0,3,0,9,0,15,2,0,0,14,0,0,0,0,0,0,0,0,0,1
1661,MICHIGAN,Utica,4790,500.0,8,55,21,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,24,5,43,6,0,41,5,9,0,0,0,0,73,10,0,13,1,65,7,1,4,36,60,0,0,0,0,0,0,0,0,6
1662,MICHIGAN,Van Buren Township,28202,1737.0,50,310,77,0,0,0,0,0,0,3,13,2,0,4,0,0,0,1,0,71,16,197,13,0,120,30,50,0,1,0,1,189,15,0,103,81,144,66,8,9,102,46,0,0,0,0,1,0,0,0,14
1663,MICHIGAN,Vassar,2611,96.0,4,16,6,0,0,0,0,0,0,0,3,6,0,2,0,0,0,1,0,7,0,9,1,0,1,0,1,0,0,0,0,0,1,0,4,0,12,2,0,0,17,0,0,0,0,0,0,0,0,0,3
1664,MICHIGAN,Vernon,758,24.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1665,MICHIGAN,Vicksburg,3252,100.0,3,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,7,3,0,0,0,0,0,10,0,0,0,0,23,2,0,0,12,1,0,0,0,0,0,0,0,0,4
1666,MICHIGAN,Walker,24706,1323.0,21,158,70,0,0,0,0,0,0,0,9,4,2,13,0,0,0,6,0,57,8,128,24,0,39,48,30,0,0,0,4,324,31,0,93,17,98,8,4,4,78,28,0,0,0,0,8,0,0,0,9
1667,MICHIGAN,Walled Lake,7162,185.0,4,30,11,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,16,1,24,1,1,23,11,10,0,1,0,1,1,4,0,5,8,16,1,1,0,12,0,0,0,0,0,0,0,0,0,0
1668,MICHIGAN,Warren,135367,9154.0,500,1207,192,2,0,0,0,0,0,22,75,19,10,88,0,0,0,24,1,687,84,855,51,4,401,196,219,0,10,10,11,474,386,1,388,372,448,515,140,60,1144,351,0,0,0,0,15,18,4,0,170
1669,MICHIGAN,Waterford Township,73500,2113.0,59,349,83,1,0,0,0,0,0,2,15,9,1,23,0,0,0,3,0,166,15,247,24,1,53,68,131,0,8,1,3,81,206,1,197,37,110,63,19,6,81,29,0,0,0,0,3,0,0,0,18
1670,MICHIGAN,Watervliet,1695,66.0,2,10,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,15,0,0,1,2,0,0,0,0,0,0,9,0,0,2,5,2,0,0,8,0,0,0,0,0,0,0,0,0,2
1671,MICHIGAN,Wayland,4154,246.0,7,62,20,0,0,0,0,0,0,1,2,0,1,6,0,0,0,1,0,4,5,20,0,0,6,5,4,0,1,1,0,14,11,0,9,1,22,5,0,1,26,1,0,0,0,0,1,0,0,0,9
1672,MICHIGAN,Wayne,16977,1251.0,73,380,42,2,0,0,0,0,0,1,10,7,0,21,0,0,0,8,0,97,8,151,3,0,19,11,25,0,0,8,0,15,23,1,42,19,111,41,26,7,56,21,0,0,0,0,3,0,0,0,20
1673,MICHIGAN,West Bloomfield Township,66274,1542.0,40,119,177,0,0,0,0,0,0,2,6,2,0,9,0,0,0,1,0,76,5,128,11,1,149,31,297,0,7,1,0,28,127,0,118,22,69,15,3,4,62,21,0,0,0,0,4,0,0,0,7
1674,MICHIGAN,West Branch,2063,77.0,2,29,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,5,1,0,2,0,0,0,0,0,0,4,7,0,4,0,6,2,0,0,3,0,0,0,0,0,2,0,0,0,0
1675,MICHIGAN,Westland,81917,6349.0,223,1146,129,3,0,0,0,0,0,4,30,16,4,50,0,0,0,13,0,369,29,522,29,1,419,67,81,0,16,66,7,385,93,2,166,126,397,165,62,82,1065,436,0,0,0,0,2,2,0,1,141
1676,MICHIGAN,White Cloud,1378,111.0,5,22,6,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,8,0,8,0,0,1,0,1,0,0,0,0,8,8,0,7,0,17,0,0,0,9,0,0,0,0,0,0,0,0,0,5
1677,MICHIGAN,Whitehall,2695,165.0,2,33,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,1,2,19,2,0,2,6,1,0,0,0,0,11,15,0,16,0,16,0,0,2,21,6,0,0,0,0,0,0,0,0,1
1678,MICHIGAN,White Lake Township,31172,984.0,21,136,20,0,0,0,0,0,0,0,2,1,1,0,0,0,0,5,0,38,5,91,7,0,26,13,92,0,1,0,0,104,49,0,48,15,50,9,1,4,148,83,0,0,0,0,0,0,1,0,13
1679,MICHIGAN,White Pigeon,1510,80.0,13,24,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,3,3,0,1,0,6,1,0,0,13,4,0,0,0,0,0,0,0,0,1
1680,MICHIGAN,Williamston,3852,67.0,2,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,2,3,7,0,0,0,0,5,2,0,4,0,2,0,0,0,8,0,0,0,0,0,1,0,0,0,2
1681,MICHIGAN,Wixom,13806,619.0,4,50,27,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,34,11,90,4,0,42,33,48,0,0,0,0,59,34,0,40,47,61,15,3,1,7,1,0,0,0,0,0,0,0,0,3
1682,MICHIGAN,Wolverine Lake,4417,85.0,0,20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,9,0,0,3,5,13,0,1,0,0,0,4,0,5,1,9,2,0,0,3,0,0,0,0,0,0,0,0,0,2
1683,MICHIGAN,Woodhaven,12530,443.0,11,24,26,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,15,6,48,2,0,13,23,2,0,1,1,1,113,16,1,21,17,34,24,5,2,23,8,0,0,0,0,0,0,0,0,0
1684,MICHIGAN,Wyandotte,24990,1478.0,38,229,62,0,0,0,0,0,0,0,3,1,2,6,0,0,0,2,0,58,4,162,4,0,18,46,44,0,12,0,0,38,45,0,69,2,189,38,9,10,287,81,0,0,0,0,0,0,0,0,19
1685,MICHIGAN,Wyoming,75518,4571.0,193,942,186,2,1,1,0,0,0,8,27,23,15,54,0,0,0,8,0,274,52,305,46,3,168,100,85,1,4,1,4,613,85,1,134,37,359,151,54,37,349,191,0,0,0,0,13,1,0,0,43
1686,MICHIGAN,Yale,1909,65.0,0,5,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,12,0,1,2,5,3,0,0,0,0,1,5,0,4,0,4,0,1,1,10,1,0,0,0,0,0,0,0,0,1
1687,MICHIGAN,Ypsilanti,20208,1787.0,124,344,57,3,0,0,0,0,0,1,14,7,1,14,0,0,0,8,0,164,15,230,6,0,78,16,19,0,3,2,2,41,41,1,169,27,182,35,43,17,101,2,0,0,0,0,1,0,0,0,19
1688,MICHIGAN,Zeeland,5656,471.0,7,88,21,0,0,0,0,0,0,0,4,0,0,3,0,0,0,2,0,75,1,39,4,0,11,1,0,1,3,0,0,8,11,0,12,3,39,2,0,0,91,35,0,0,0,0,1,0,0,0,9
1689,MICHIGAN,Zilwaukee,1583,26.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,1,0,1,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,MICHIGAN,Central Michigan University,26879,259.0,1,12,3,0,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,6,5,47,1,0,3,2,1,0,0,0,0,2,25,0,9,2,32,1,0,0,82,4,0,0,0,0,0,0,0,0,1
1691,MICHIGAN,Delta College,9842,35.0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,3,0,0,0,1,0,0,1,11,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1692,MICHIGAN,Eastern Michigan University,22401,669.0,5,34,8,0,0,0,0,0,0,0,6,0,0,4,0,0,0,7,0,10,7,60,1,1,6,8,1,0,3,1,0,6,74,0,21,8,29,6,5,7,192,156,0,0,0,0,0,0,0,0,3
1693,MICHIGAN,Ferris State University,14600,324.0,0,21,13,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,1,23,0,0,10,2,0,0,1,0,0,0,22,0,9,6,11,0,0,0,124,70,0,0,0,0,0,0,0,0,4
1694,MICHIGAN,Grand Rapids Community College,15668,147.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,82,0,0,0,0,0,0,0,0,0,2,16,0,0,1,37,0,1,0,2,0,0,0,0,0,0,0,0,0,0
1695,MICHIGAN,Kalamazoo Valley Community College,9489,50.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,6,15,3,2,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1696,MICHIGAN,Kirtland Community College,1773,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,MICHIGAN,Lansing Community College,16031,101.0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,2,42,0,7,0,18,0,1,0,9,6,0,0,0,0,0,0,0,0,0
1698,MICHIGAN,Macomb Community College,22914,62.0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,0,1,0,0,0,0,0,0,1,19,0,10,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1699,MICHIGAN,Michigan State University,50081,1066.0,12,65,20,0,0,0,0,0,0,3,7,2,4,7,0,0,0,2,0,66,1,81,7,5,22,36,19,0,4,2,2,2,168,1,25,8,249,24,3,12,170,23,0,0,0,0,2,1,1,0,10
1700,MICHIGAN,Michigan Technological University,7099,69.0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,11,0,0,1,3,0,0,0,0,0,0,22,0,9,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1701,MICHIGAN,Mott Community College,8937,112.0,2,7,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,22,0,0,0,0,0,0,0,0,1,0,41,0,5,1,11,2,1,0,2,0,0,0,0,0,0,0,0,0,1
1702,MICHIGAN,Northern Michigan University,8781,220.0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28,1,0,52,2,0,0,0,0,0,0,37,0,16,2,21,1,0,1,34,5,0,0,0,0,0,0,0,0,1
1703,MICHIGAN,Oakland Community College,24031,40.0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,13,1,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1704,MICHIGAN,Oakland University,20519,124.0,1,13,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,22,0,0,4,3,6,0,0,0,0,3,17,0,2,0,11,3,1,1,23,0,0,0,0,0,0,0,0,0,0
1705,MICHIGAN,Saginaw Valley State University,9829,149.0,1,14,19,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,7,1,24,0,0,6,4,1,0,0,0,0,1,16,0,1,0,27,1,0,0,20,1,0,0,0,0,0,0,0,0,0
1706,MICHIGAN,Schoolcraft College,11542,73.0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9,0,0,2,0,0,0,0,0,0,1,24,6,4,1,7,0,0,0,6,1,0,0,0,0,0,0,0,0,1
1707,MICHIGAN,Ann Arbor,43625,1054.0,6,55,33,0,0,0,0,0,0,2,4,0,2,11,0,0,0,4,0,18,6,88,4,1,15,14,4,0,1,2,0,8,486,0,40,5,115,7,5,4,110,0,0,0,0,0,1,0,0,0,3
1708,MICHIGAN,Dearborn,8923,48.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,37,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,MICHIGAN,Flint,8574,106.0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,1,0,1,0,38,1,7,1,24,1,1,0,3,2,0,0,0,0,0,0,0,0,2
1710,MICHIGAN,Western Michigan University,23914,378.0,5,25,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,1,0,3,0,40,2,0,5,9,0,0,6,0,0,2,62,10,4,0,55,0,4,4,125,0,0,0,0,0,0,0,0,0,9
1711,MISSISSIPPI,Biloxi,45208,6695.0,105,1249,43,3,1,0,0,0,0,12,50,4,0,8,1,0,1,8,1,847,98,662,118,0,154,117,144,0,12,0,0,415,6,16,0,4,1120,151,96,25,815,315,0,1,0,0,3,11,4,0,75
1712,MISSISSIPPI,Gulfport,72736,9910.0,98,2061,280,8,0,0,0,0,0,16,9,7,1,16,8,0,8,19,0,605,135,1154,68,1,104,107,213,1,2,3,10,836,104,66,662,27,1232,164,71,71,1165,361,1,0,0,0,4,3,0,0,209
1713,MISSOURI,Carthage,14234,1455.0,21,247,0,1,0,0,0,0,0,1,2,2,0,0,1,0,1,2,0,77,44,113,0,0,0,7,0,0,1,0,1,183,30,0,46,5,164,23,7,16,201,232,0,0,0,0,2,0,0,0,25
1714,MISSOURI,Chillicothe,9520,693.0,33,50,9,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,39,9,53,4,0,33,14,13,1,5,5,0,50,25,0,15,8,25,7,7,5,168,99,0,0,0,0,0,0,1,0,9
1715,MISSOURI,Duquesne,1727,152.0,5,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,14,0,0,0,1,0,0,0,0,0,2,0,0,3,0,40,4,1,4,24,12,0,0,0,0,0,0,0,0,0
1716,MISSOURI,Gladstone,27141,1738.0,20,199,17,0,0,0,0,0,0,4,6,4,0,7,1,0,1,0,0,146,32,146,6,0,88,11,18,0,6,1,0,186,38,6,105,86,143,98,9,23,183,128,0,0,0,0,1,0,0,0,19
1717,MISSOURI,Grain Valley,13328,691.0,17,157,24,0,0,0,0,0,0,2,3,2,1,7,0,0,0,1,0,29,13,107,2,0,6,4,26,0,1,0,0,5,14,0,56,13,62,36,2,11,37,43,0,0,0,0,0,0,0,0,10
1718,MISSOURI,Joplin,51412,7235.0,185,1051,15,3,0,0,0,0,0,22,39,5,0,7,7,0,7,33,0,513,298,607,0,0,117,77,29,0,0,5,9,914,293,2,634,21,817,325,84,107,538,387,0,0,0,0,14,3,0,0,67
1719,MISSOURI,Kansas City,473373,48584.0,4599,7237,711,109,1,2,0,0,0,39,215,155,0,130,34,0,34,198,0,4802,483,4772,208,2,665,441,876,1,127,63,36,2417,2271,11,3362,2222,2192,3819,1720,248,2454,1221,0,0,0,0,19,109,17,32,530
1720,MISSOURI,Lake Lotawana,1995,104.0,0,12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,12,0,0,3,1,5,0,0,0,0,0,0,0,8,0,33,3,0,0,7,6,0,0,0,0,0,0,0,0,0
1721,MISSOURI,Oak Grove,7889,482.0,4,70,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,21,13,38,0,0,6,11,10,0,0,1,0,53,0,0,11,9,52,12,1,7,79,71,0,0,0,0,0,0,0,0,6
1722,MISSOURI,Smithville,9278,372.0,3,95,0,0,0,0,0,0,0,0,1,1,0,9,1,0,1,0,0,6,7,45,1,0,3,13,7,0,5,2,0,8,7,0,16,6,39,5,0,2,43,38,0,0,0,0,3,0,0,0,5
1723,MISSOURI,St. Charles,68624,4423.0,76,591,73,1,0,0,0,0,0,5,16,5,0,19,5,1,4,5,0,196,98,659,0,0,18,108,16,0,1,3,3,283,229,2,379,124,444,79,32,40,476,370,0,0,0,0,3,6,1,0,52
1724,MISSOURI,St. Peters,56923,3677.0,61,422,16,0,0,0,0,0,0,6,6,12,1,7,2,0,2,3,0,82,55,324,37,1,65,69,524,0,4,7,1,530,133,0,189,95,182,37,18,18,354,368,0,0,0,0,8,0,0,0,38
1725,MONTANA,Baker,1955,35.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,5,1,0,1,0,0,0,0,0,0,0,2,0,8,0,6,1,0,1,1,1,0,0,0,0,0,0,0,0,1
1726,MONTANA,Belgrade,7882,518.0,24,76,10,0,0,0,0,0,0,1,5,0,0,14,0,0,0,2,0,23,7,52,1,0,13,5,15,0,0,0,0,13,26,1,21,5,86,17,2,0,51,47,0,0,0,0,0,0,0,0,1
1727,MONTANA,Billings,109997,10359.0,344,918,12,9,1,0,0,0,0,37,43,13,11,90,5,0,5,9,0,578,116,1703,3,0,302,0,93,1,0,0,6,971,406,3,1239,199,1172,757,67,32,589,579,0,0,0,0,1,0,0,0,45
